@code,コードが示す地域等,@name,eng,areacode,vi,cha,areaCode2
2045000,長野県山形村,山形村,Yamagata Village,20,làng Yamagata,山形村,200020
2045100,長野県朝日村,朝日村,Asahi Village,20,làng Asahi,朝日村,200020
2045200,長野県筑北村,筑北村,Chikuhoku Village,20,làng Chikuhoku,筑北村,200020
2048100,長野県池田町,池田町,Ikeda Town,20,thị trấn Ikeda,池田町,200010
2048200,長野県松川村,松川村,Matsukawa Village,20,làng Matsukawa,松川村,200010
2048500,長野県白馬村,白馬村,Hakuba Village,20,làng Hakuba,白马村,200010
2048600,長野県小谷村,小谷村,Otari Village,20,làng Otari,小谷村,200010
2052100,長野県坂城町,坂城町,Sakaki Town,20,thị trấn Sakaki,坂城町,200010
2054100,長野県小布施町,小布施町,Obuse Town,20,thị trấn Obuse,小布施町,200010
2054300,長野県高山村,高山村,Takayama Village,20,làng Takayama,高山村,200010
2056100,長野県山ノ内町,山ノ内町,Yamanouchi Town,20,thị trấn Yamanouchi,山之内町,200010
2056200,長野県木島平村,木島平村,Kijimadaira Village,20,làng Kijimadaira,木岛平村,200010
2056300,長野県野沢温泉村,野沢温泉村,Nozawaonsen Village,20,làng Nozawaonsen,野泽温泉村,200010
2058300,長野県信濃町,信濃町,Shinano Town,20,thị trấn Shinano,信浓町,200010
2058800,長野県小川村,小川村,Ogawa Village,20,làng Ogawa,小川村,200010
2059000,長野県飯綱町,飯綱町,Iizuna Town,20,thị trấn Iizuna,饭网町,200010
2060200,長野県栄村,栄村,Sakae Village,20,làng Sakae,荣村,200010
2120100,岐阜県岐阜市,岐阜市,Gifu City,21,thành phố Gifu,岐阜市,210010
2120200,岐阜県大垣市,大垣市,Ogaki City,21,thành phố Ogaki,大垣市,210010
2120300,岐阜県高山市,高山市,Takayama City,21,thành phố Takayama,高山市,210020
2120400,岐阜県多治見市,多治見市,Tajimi City,21,thành phố Tajimi,多治见市,210010
2120500,岐阜県関市,関市,Seki City,21,thành phố Seki,关市,210010
2120600,岐阜県中津川市,中津川市,Nakatsugawa City,21,thành phố Nakatsugawa,中津川市,210010
2120700,岐阜県美濃市,美濃市,Mino City,21,thành phố Mino,美浓市,210010
2120800,岐阜県瑞浪市,瑞浪市,Mizunami City,21,thành phố Mizunami,瑞浪市,210010
2120900,岐阜県羽島市,羽島市,Hashima City,21,thành phố Hashima,羽岛市,210010
2121000,岐阜県恵那市,恵那市,Ena City,21,thành phố Ena,惠那市,210010
2121100,岐阜県美濃加茂市,美濃加茂市,Minokamo City,21,thành phố Minokamo,美浓加茂市,210010
2121200,岐阜県土岐市,土岐市,Toki City,21,thành phố Toki,土岐市,210010
2121300,岐阜県各務原市,各務原市,Kakamigahara City,21,thành phố Kakamigahara,各务原市,210010
2121400,岐阜県可児市,可児市,Kani City,21,thành phố Kani,可儿市,210010
2121500,岐阜県山県市,山県市,Yamagata City,21,thành phố Yamagata,山县市,210010
2121600,岐阜県瑞穂市,瑞穂市,Mizuho City,21,thành phố Mizuho,瑞穗市,210010
2121700,岐阜県飛騨市,飛騨市,Hida City,21,thành phố Hida,飞驒市,210020
2121800,岐阜県本巣市,本巣市,Motosu City,21,thành phố Motosu,本巢市,210010
2121900,岐阜県郡上市,郡上市,Gujo City,21,thành phố Gujo,郡上市,210010
2122000,岐阜県下呂市,下呂市,Gero City,21,thành phố Gero,下吕市,210020
2122100,岐阜県海津市,海津市,Kaizu City,21,thành phố Kaizu,海津市,210010
2130200,岐阜県岐南町,岐南町,Ginan Town,21,thị trấn Ginan,岐南町,210010
2130300,岐阜県笠松町,笠松町,Kasamatsu Town,21,thị trấn Kasaha,笠松町,210010
2134100,岐阜県養老町,養老町,Yoro Town,21,thị trấn Yoro,养老町,210010
2136100,岐阜県垂井町,垂井町,Tarui Town,21,thị trấn Tarui,垂井町,210010
2136200,岐阜県関ケ原町,関ケ原町,Sekigahara Town,21,thị trấn Sekigahara,关原町,210010
2138100,岐阜県神戸町,神戸町,Godo Town,21,thị trấn Godo,神户町,210010
2138200,岐阜県輪之内町,輪之内町,Wanouchi Town,21,thị trấn Wanouchi,轮之内町,210010
2138300,岐阜県安八町,安八町,Ampachi Town,21,thị trấn Ampachi,安八町,210010
2140100,岐阜県揖斐川町,揖斐川町,Ibigawa Town,21,thị trấn Ibigawa,揖斐川町,210010
2140300,岐阜県大野町,大野町,Ono Town,21,thị trấn Ono,大野町,210010
2140400,岐阜県池田町,池田町,Ikeda Town,21,thị trấn Ikeda,池田町,210010
2142100,岐阜県北方町,北方町,Kitagata Town,21,thị trấn Kitagata,北方町,210010
2150100,岐阜県坂祝町,坂祝町,Sakahogi Town,21,thị trấn Sakahogi,坂祝町,210010
2150200,岐阜県富加町,富加町,Tomika Town,21,thị trấn Tomika,富加町,210010
2150300,岐阜県川辺町,川辺町,Kawabe Town,21,thị trấn Kawabe,川边町,210010
2150400,岐阜県七宗町,七宗町,Hichiso Town,21,thị trấn Hichiso,七宗町,210010
2150500,岐阜県八百津町,八百津町,Yaotsu Town,21,thị trấn Yaotsu,八百津町,210010
2150600,岐阜県白川町,白川町,Shirakawa Town,21,thị trấn Shirakawa,白川町,210010
2150700,岐阜県東白川村,東白川村,Higashishirakawa Village,21,làng Higashishirakawa,东白川村,210010
2152100,岐阜県御嵩町,御嵩町,Mitake Town,21,thị trấn Mitake,御嵩町,210010
2160400,岐阜県白川村,白川村,Shirakawa Village,21,làng Shirakawa,白川村,210020
2210000,静岡県静岡市,静岡市,Shizuoka City,22,thành phố Shizuoka,静冈市,220010
2213000,静岡県浜松市,浜松市,Hamamatsu City,22,thành phố Hamamatsu,滨松市,220040
2220300,静岡県沼津市,沼津市,Numazu City,22,thành phố Numazu,沼津市,220030
2220500,静岡県熱海市,熱海市,Atami City,22,thành phố Atami,热海市,220020
2220600,静岡県三島市,三島市,Mishima City,22,thành phố Mishima,三岛市,220030
2220700,静岡県富士宮市,富士宮市,Fujinomiya City,22,thành phố Fujinomiya,富士宫市,220030
2220800,静岡県伊東市,伊東市,Ito City,22,thành phố Ito,伊东市,220020
2220900,静岡県島田市,島田市,Shimada City,22,thành phố Shimada,岛田市,220010
2221000,静岡県富士市,富士市,Fuji City,22,thành phố Fuji,富士市,220030
2221100,静岡県磐田市,磐田市,Iwata City,22,thành phố Iwata,磐田市,220040
2221200,静岡県焼津市,焼津市,Yaizu City,22,thành phố Yaizu,烧津市,220010
2221300,静岡県掛川市,掛川市,Kakegawa City,22,thành phố Kakegawa,挂川市,220040
2221400,静岡県藤枝市,藤枝市,Fujieda City,22,thành phố Fujieda,藤枝市,220010
2221500,静岡県御殿場市,御殿場市,Gotemba City,22,thành phố Gotemba,御殿场市,220030
2221600,静岡県袋井市,袋井市,Fukuroi City,22,thành phố Fukuroi,袋井市,220040
2221900,静岡県下田市,下田市,Shimoda City,22,thành phố Shimoda,下田市,220020
2222000,静岡県裾野市,裾野市,Susono City,22,thành phố Susono,裾野市,220030
2222100,静岡県湖西市,湖西市,Kosai City,22,thành phố Kosai,湖西市,220040
2222200,静岡県伊豆市,伊豆市,Izu City,22,thành phố Izu,伊豆市,220020
2222300,静岡県御前崎市,御前崎市,Omaezaki City,22,thành phố Omaezaki,御前崎市,220040
2222400,静岡県菊川市,菊川市,Kikugawa City,22,thành phố Kikugawa,菊川市,220040
2222500,静岡県伊豆の国市,伊豆の国市,Izunokuni City,22,thành phố Izunokuni,伊豆之国市,220020
2222600,静岡県牧之原市,牧之原市,Makinohara City,22,thành phố Makinohara,牧之原市,220010
2230100,静岡県東伊豆町,東伊豆町,Higashiizu Town,22,thị trấn Higashiizu,东伊豆町,220020
2230200,静岡県河津町,河津町,Kawazu Town,22,thị trấn Kawazu,河津町,220020
2230400,静岡県南伊豆町,南伊豆町,Miamiizu Town,22,thị trấn Miamiizu,南伊豆町,220020
2230500,静岡県松崎町,松崎町,Matsuzaki Town,22,thị trấn Matsuzaki,松崎町,220020
2230600,静岡県西伊豆町,西伊豆町,Nishiizu Town,22,thị trấn Nishiizu,西伊豆町,220020
2232500,静岡県函南町,函南町,Kannami Town,22,thị trấn Kannami,函南町,220020
2234100,静岡県清水町,清水町,Shimizu Town,22,thị trấn Shimizu,清水町,220030
2234200,静岡県長泉町,長泉町,Nagaizumi Town,22,thị trấn Nagaizumi,长泉町,220030
2234400,静岡県小山町,小山町,Oyama Town,22,thị trấn Oyama,小山町,220030
2242400,静岡県吉田町,吉田町,Yoshida Town,22,thị trấn Yoshida,吉田町,220010
2242900,静岡県川根本町,川根本町,Kawanehoncho Town,22,thị trấn Kawanehoncho,川根本町,220010
2246100,静岡県森町,森町,Mori Town,22,thị trấn Mori,森町,220040
2310000,愛知県名古屋市,名古屋市,Nagoya City,23,thành phố Nagoya,名古屋市,230010
2320100,愛知県豊橋市,豊橋市,Toyohashi City,23,thành phố Toyohashi,丰桥市,230020
2320200,愛知県岡崎市,岡崎市,Okazaki City,23,thành phố Okazaki,冈崎市,230010
2320300,愛知県一宮市,一宮市,Ichinomiya City,23,thành phố Ichinomiya,一宫市,230010
2320400,愛知県瀬戸市,瀬戸市,Seto City,23,thành phố Seto,濑户市,230010
2320500,愛知県半田市,半田市,Handa City,23,thành phố Handa,半田市,230010
2320600,愛知県春日井市,春日井市,Kasugai City,23,thành phố Kasugai,春日井市,230010
2320700,愛知県豊川市,豊川市,Toyokawa City,23,thành phố Toyokawa,丰川市,230020
2320800,愛知県津島市,津島市,Tsushima City,23,thành phố Tsushima,津岛市,230010
2320900,愛知県碧南市,碧南市,Hekinan City,23,thành phố Hekinan,碧南市,230010
2321000,愛知県刈谷市,刈谷市,Kariya City,23,thành phố Kariya,刈谷市,230010
2321101,愛知県豊田市,豊田市西部,Western Toyota City,23,Miền Tây thành phố Toyota,丰田市西部,230010
2321102,愛知県豊田市,豊田市東部,Eastern Toyota City,23,Miền Đông thành phố Toyota,丰田市东部,230020
2321200,愛知県安城市,安城市,Anjo City,23,thành phố Anjo,安城市,230010
2321300,愛知県西尾市,西尾市,Nishio City,23,thành phố Nishio,西尾市,230010
2321400,愛知県蒲郡市,蒲郡市,Gamagori City,23,thành phố Gamagori,蒲郡市,230020
2321500,愛知県犬山市,犬山市,Inuyama City,23,thành phố Inuyama,犬山市,230010
2321600,愛知県常滑市,常滑市,Tokoname City,23,thành phố Tokoname,常滑市,230010
2321700,愛知県江南市,江南市,Konan City,23,thành phố Konan,江南市,230010
2321900,愛知県小牧市,小牧市,Komaki City,23,thành phố Komaki,小牧市,230010
2322000,愛知県稲沢市,稲沢市,Inazawa City,23,thành phố Inazawa,稻泽市,230010
2322100,愛知県新城市,新城市,Shinshiro City,23,thành phố Shinshiro,新城市,230020
2322200,愛知県東海市,東海市,Tokai City,23,thành phố Tokai,东海市,230010
2322300,愛知県大府市,大府市,Obu City,23,thành phố Obu,大府市,230010
2322400,愛知県知多市,知多市,Chita City,23,thành phố Chita,知多市,230010
2322500,愛知県知立市,知立市,Chiryu City,23,thành phố Chiryu,知立市,230010
2322600,愛知県尾張旭市,尾張旭市,Owariasahi City,23,thành phố Owariasahi,尾张旭市,230010
2322700,愛知県高浜市,高浜市,Takahama City,23,thành phố Takahama,高滨市,230010
2322800,愛知県岩倉市,岩倉市,Iwakura City,23,thành phố Iwakura,岩仓市,230010
2322900,愛知県豊明市,豊明市,Toyoake City,23,thành phố Toyoake,丰明市,230010
2323000,愛知県日進市,日進市,Nisshin City,23,thành phố Nisshin,日进市,230010
2323100,愛知県田原市,田原市,Tahara City,23,thành phố Tahara,田原市,230020
2323200,愛知県愛西市,愛西市,Aisai City,23,thành phố Aisai,爱西市,230010
2323300,愛知県清須市,清須市,Kiyosu City,23,thành phố Kiyosu,清须市,230010
2323400,愛知県北名古屋市,北名古屋市,Kitanagoya City,23,thành phố Kitanagoya,北名古屋市,230010
2323500,愛知県弥富市,弥富市,Yatomi City,23,thành phố Yatomi,弥富市,230010
2323600,愛知県みよし市,みよし市,Miyoshi City,23,thành phố Miyoshi,三好市,230010
2323700,愛知県あま市,あま市,Ama City,23,thành phố Ama,海部市,230010
2323800,愛知県長久手市,長久手市,Nagakute City,23,thành phố Nagakute,长久手市,230010
2330200,愛知県東郷町,東郷町,Togo Town,23,thị trấn Togo,东乡町,230010
2334200,愛知県豊山町,豊山町,Toyoyama Town,23,thị trấn Toyoyama,丰山町,230010
2336100,愛知県大口町,大口町,Oguchi Town,23,thị trấn Oguchi,大口町,230010
2336200,愛知県扶桑町,扶桑町,Fuso Town,23,thị trấn Fuso,扶桑町,230010
2342400,愛知県大治町,大治町,Oharu Town,23,thị trấn Oharu,大治町,230010
2342500,愛知県蟹江町,蟹江町,Kanie Town,23,thị trấn Kanie,蟹江町,230010
2342700,愛知県飛島村,飛島村,Tobishima Village,23,làng Tobishima,飞岛村,230010
2344100,愛知県阿久比町,阿久比町,Agui Town,23,thị trấn Agui,阿久比町,230010
2344200,愛知県東浦町,東浦町,Higashiura Town,23,thị trấn Higashiura,东浦町,230010
2344500,愛知県南知多町,南知多町,Minamichita Town,23,thị trấn Minamichita,南知多町,230010
2344600,愛知県美浜町,美浜町,Mihama Town,23,thị trấn Mihama,美滨町,230010
2344700,愛知県武豊町,武豊町,Taketoyo Town,23,thị trấn Taketoyo,武丰町,230010
2350100,愛知県幸田町,幸田町,Kota Town,23,thị trấn Kota,幸田町,230010
2356100,愛知県設楽町,設楽町,Shitara Town,23,thị trấn Shitara,设乐町,230020
2356200,愛知県東栄町,東栄町,Toei Town,23,thị trấn Toei,东荣町,230020
2356300,愛知県豊根村,豊根村,Toyone Village,23,làng Toyone,丰根村,230020
2420100,三重県津市,津市,Tsu City,24,thành phố Tsu,津市,240010
2420200,三重県四日市市,四日市市,Yokkaichi City,24,thành phố Yokkaichi,四日市市,240010
2420300,三重県伊勢市,伊勢市,Ise City,24,thành phố Ise,伊势市,240020
2420400,三重県松阪市,松阪市,Matsusaka City,24,thành phố Matsusaka,松阪市,240010
2420500,三重県桑名市,桑名市,Kuwana City,24,thành phố Kuwana,桑名市,240010
2420700,三重県鈴鹿市,鈴鹿市,Suzuka City,24,thành phố Suzuka,铃鹿市,240010
2420800,三重県名張市,名張市,Nabari City,24,thành phố Nabari,名张市,240010
2420900,三重県尾鷲市,尾鷲市,Owase City,24,thành phố Owase,尾鹫市,240020
2421000,三重県亀山市,亀山市,Kameyama City,24,thành phố Kameyama,龟山市,240010
2421100,三重県鳥羽市,鳥羽市,Toba City,24,thành phố Toba,鸟羽市,240020
2421200,三重県熊野市,熊野市,Kumano City,24,thành phố Kumano,熊野市,240020
2421400,三重県いなべ市,いなべ市,Inabe City,24,thành phố Inabe,员辨市,240010
2421500,三重県志摩市,志摩市,Shima City,24,thành phố Shima,志摩市,240020
2421600,三重県伊賀市,伊賀市,Iga City,24,thành phố Iga,伊贺市,240010
2430300,三重県木曽岬町,木曽岬町,Kisosaki Town,24,thị trấn Kisosaki,木曾岬町,240010
2432400,三重県東員町,東員町,Toin Town,24,thị trấn Toin,东员町,240010
2434100,三重県菰野町,菰野町,Komono Town,24,thị trấn Komono,菰野町,240010
2434300,三重県朝日町,朝日町,Asahi Town,24,thị trấn Asahi,朝日町,240010
2434400,三重県川越町,川越町,Kawagoe Town,24,thị trấn Kawagoe,川越町,240010
2444100,三重県多気町,多気町,Taki Town,24,thị trấn Taki,多气町,240010
2444200,三重県明和町,明和町,Meiwa Town,24,thị trấn Meiwa,明和町,240010
2444300,三重県大台町,大台町,Odai Town,24,thị trấn Odai,大台町,240020
2446100,三重県玉城町,玉城町,Tamaki Town,24,thị trấn Tamaki,玉城町,240020
2447000,三重県度会町,度会町,Watarai Town,24,thị trấn Watarai,度会町,240020
2447100,三重県大紀町,大紀町,Taiki Town,24,thị trấn Taiki,大纪町,240020
2447200,三重県南伊勢町,南伊勢町,Minamiise Town,24,thị trấn Minamiise,南伊势町,240020
2454300,三重県紀北町,紀北町,Kihoku Town,24,thị trấn Kihoku,纪北町,240020
2456100,三重県御浜町,御浜町,Mihama Town,24,thị trấn Mihama,御滨町,240020
2456200,三重県紀宝町,紀宝町,Kiho Town,24,thị trấn Kiho,纪宝町,240020
2520101,滋賀県大津市,大津市南部,Southern Otsu City,25,Miền Nam thành phố  Otsu,大津市南部,250010
2520102,滋賀県大津市,大津市北部,Northern Otsu City,25,Miền Bắc thành phố Otsu,大津市北部,250020
2520200,滋賀県彦根市,彦根市,Hikone City,25,thành phố Hikone,彦根市,250020
2520300,滋賀県長浜市,長浜市,Nagahama City,25,thành phố Nagahama,长滨市,250020
2520400,滋賀県近江八幡市,近江八幡市,Omihachiman City,25,thành phố Omihachiman,近江八幡市,250010
2520600,滋賀県草津市,草津市,Kusatsu City,25,thành phố Kusatsu,草津市,250010
2520700,滋賀県守山市,守山市,Moriyama City,25,thành phố Moriyama,守山市,250010
2520800,滋賀県栗東市,栗東市,Ritto City,25,thành phố Ritto,栗东市,250010
2520900,滋賀県甲賀市,甲賀市,Koka City,25,thành phố Koka,甲贺市,250010
2521000,滋賀県野洲市,野洲市,Yasu City,25,thành phố Yasu,野洲市,250010
2521100,滋賀県湖南市,湖南市,Konan City,25,thành phố Konan,湖南市,250010
2521200,滋賀県高島市,高島市,Takashima City,25,thành phố Takashima,高岛市,250020
2521300,滋賀県東近江市,東近江市,Higashiomi City,25,thành phố Higashiomi,东近江市,250010
2521400,滋賀県米原市,米原市,Maibara City,25,thành phố Maibara,米原市,250020
2538300,滋賀県日野町,日野町,Hino Town,25,thị trấn Hino,日野町,250010
2538400,滋賀県竜王町,竜王町,Ryuoh Town,25,thị trấn Ryuoh,龙王町,250010
2542500,滋賀県愛荘町,愛荘町,Aisho Town,25,thị trấn Aisho,爱庄町,250020
2544100,滋賀県豊郷町,豊郷町,Toyosato Town,25,thị trấn Toyosato,丰乡町,250020
2544200,滋賀県甲良町,甲良町,Kora Town,25,thị trấn Kora,甲良町,250020
2544300,滋賀県多賀町,多賀町,Taga Town,25,thị trấn Taga,多贺町,250020
2610000,京都府京都市,京都市,Kyoto City,26,thành phố Kyoto,京都市,260010
2620100,京都府福知山市,福知山市,Fukuchiyama City,26,thành phố Fukuchiyama,福知山市,260020
2620200,京都府舞鶴市,舞鶴市,Maizuru City,26,thành phố Maizuru,舞鹤市,260020
2620300,京都府綾部市,綾部市,Ayabe City,26,thành phố Ayabe,绫部市,260020
2620400,京都府宇治市,宇治市,Uji City,26,thành phố Uji,宇治市,260010
2620500,京都府宮津市,宮津市,Miyazu City,26,thành phố Miyazu,宫津市,260020
2620600,京都府亀岡市,亀岡市,Kameoka City,26,thành phố Kameoka,龟冈市,260010
2620700,京都府城陽市,城陽市,Joyo City,26,thành phố Joyo,城阳市,260010
2620800,京都府向日市,向日市,Muko City,26,thành phố Muko,向日市,260010
2620900,京都府長岡京市,長岡京市,Nagaokakyo City,26,thành phố Nagaokakyo,常冈京市,260010
2621000,京都府八幡市,八幡市,Yawata City,26,thành phố Yawata,八幡市,260010
2621100,京都府京田辺市,京田辺市,Kyotanabe City,26,thành phố Kyotanabe,京田边市,260010
2621200,京都府京丹後市,京丹後市,Kyotango City,26,thành phố Kyotango,京丹后市,260020
2621300,京都府南丹市,南丹市,Nantan City,26,thành phố Nantan,南丹市,260010
2621400,京都府木津川市,木津川市,Kizugawa City,26,thành phố Kizugawa,木津川市,260010
2630300,京都府大山崎町,大山崎町,Oyamazaki Town,26,thị trấn Oyamazaki,大山崎町,260010
2632200,京都府久御山町,久御山町,Kumiyama Town,26,thị trấn Kumiyama,久御山町,260010
2634300,京都府井手町,井手町,Ide Town,26,thị trấn Ide,井手町,260010
2634400,京都府宇治田原町,宇治田原町,Ujitawara Town,26,thị trấn Ujitawara,宇治田原町,260010
2636400,京都府笠置町,笠置町,Kasagi Town,26,thị trấn Kasagi,笠置町,260010
2636500,京都府和束町,和束町,Wazuka Town,26,thị trấn Wazuka,和束町,260010
2636600,京都府精華町,精華町,Seika Town,26,thị trấn Seika,精华町,260010
2636700,京都府南山城村,南山城村,Minamiyamashiro Village,26,làng Minamiyamashiro,南山城村,260010
2640700,京都府京丹波町,京丹波町,Kyotamba Town,26,thị trấn Kyotamba,京丹波町,260010
2646300,京都府伊根町,伊根町,Ine Town,26,thị trấn Ine,伊根町,260020
2646500,京都府与謝野町,与謝野町,Yosano Town,26,thị trấn Yosano,与谢野町,260020
2710000,大阪府大阪市,大阪市,Osaka City,27,thành phố Osaka,大阪市,270000
2714000,大阪府堺市,堺市,Sakai City,27,thành phố Sakai,堺市,270000
2720200,大阪府岸和田市,岸和田市,Kishiwada City,27,thành phố Kishiwada,岸和田市,270000
2720300,大阪府豊中市,豊中市,Toyonaka City,27,thành phố Toyonaka,丰中市,270000
2720400,大阪府池田市,池田市,Ikeda City,27,thành phố Ikeda,池田市,270000
2720500,大阪府吹田市,吹田市,Suita City,27,thành phố Suita,吹田市,270000
2720600,大阪府泉大津市,泉大津市,Izumiotsu City,27,thành phố Izumiotsu,泉大津市,270000
2720700,大阪府高槻市,高槻市,Takatsuki City,27,thành phố Takatsuki,高槻市,270000
2720800,大阪府貝塚市,貝塚市,Kaizuka City,27,thành phố Kaizuka,贝冢市,270000
2720900,大阪府守口市,守口市,Moriguchi City,27,thành phố Moriguchi,守口市,270000
2721000,大阪府枚方市,枚方市,Hirakata City,27,thành phố Hirakata,枚方市,270000
2721100,大阪府茨木市,茨木市,Ibaraki City,27,thành phố Ibaraki,茨木市,270000
2721200,大阪府八尾市,八尾市,Yao City,27,thành phố Yao,八尾市,270000
2721300,大阪府泉佐野市,泉佐野市,Izumisano City,27,thành phố Izumisano,泉佐野市,270000
2721400,大阪府富田林市,富田林市,Tondabayashi City,27,thành phố Tondabayashi,富田林市,270000
2721500,大阪府寝屋川市,寝屋川市,Neyagawa City,27,thành phố Neyagawa,寝屋川市,270000
2721600,大阪府河内長野市,河内長野市,Kawachinagano City,27,thành phố Kawachinagano,河内长野市,270000
2721700,大阪府松原市,松原市,Matsubara City,27,thành phố Matsubara,松原市,270000
2721800,大阪府大東市,大東市,Daito City,27,thành phố Daito,大东市,270000
2721900,大阪府和泉市,和泉市,Izumi City,27,thành phố Izumi,和泉市,270000
2722000,大阪府箕面市,箕面市,Minoh City,27,thành phố Minoh,箕面市,270000
2722100,大阪府柏原市,柏原市,Kashiwara City,27,thành phố Kashiwara,柏原市,270000
2722200,大阪府羽曳野市,羽曳野市,Habikino City,27,thành phố Habikino,羽曳野市,270000
2722300,大阪府門真市,門真市,Kadoma City,27,thành phố Kadoma,门真市,270000
2722400,大阪府摂津市,摂津市,Settsu City,27,thành phố Settsu,摄津市,270000
2722500,大阪府高石市,高石市,Takaishi City,27,thành phố Takaishi,高石市,270000
2722600,大阪府藤井寺市,藤井寺市,Fujiidera City,27,thành phố Fujiidera,藤井寺市,270000
2722700,大阪府東大阪市,東大阪市,Higashiosaka City,27,thành phố Higashiosaka,东大阪市,270000
2722800,大阪府泉南市,泉南市,Sennan City,27,thành phố Sennan,泉南市,270000
2722900,大阪府四條畷市,四條畷市,Shijonawate City,27,thành phố Shijonawate,四条畷市,270000
2723000,大阪府交野市,交野市,Katano City,27,thành phố Katano,交野市,270000
2723100,大阪府大阪狭山市,大阪狭山市,Osakasayama City,27,thành phố Osakasayama,大阪狭山市,270000
2723200,大阪府阪南市,阪南市,Hannan City,27,thành phố Hannan,阪南市,270000
2730100,大阪府島本町,島本町,Shimamoto Town,27,thị trấn Shimamoto,岛本町,270000
2732100,大阪府豊能町,豊能町,Toyono Town,27,thị trấn Toyono,丰能町,270000
2732200,大阪府能勢町,能勢町,Nose Town,27,thị trấn Nose,能势町,270000
2734100,大阪府忠岡町,忠岡町,Tadaoka Town,27,thị trấn Tadaoka,忠冈町,270000
2736100,大阪府熊取町,熊取町,Kumatori Town,27,thị trấn Kumatori,熊取町,270000
2736200,大阪府田尻町,田尻町,Tajiri Town,27,thị trấn Tajiri,田尻町,270000
2736600,大阪府岬町,岬町,Misaki Town,27,thị trấn Misaki,岬町,270000
2738100,大阪府太子町,太子町,Taishi Town,27,thị trấn Taishi,太子町,270000
2738200,大阪府河南町,河南町,Kanan Town,27,thị trấn Kanan,河南町,270000
2738300,大阪府千早赤阪村,千早赤阪村,Chihayaakasaka Village,27,làng Chihayaakasaka,千早赤阪村,270000
2810000,兵庫県神戸市,神戸市,Kobe City,28,thành phố Kobe,神户市,280010
2820100,兵庫県姫路市,姫路市,Himeji City,28,thành phố Himeji,姬路市,280010
2820200,兵庫県尼崎市,尼崎市,Amagasaki City,28,thành phố Amagasaki,尼崎市,280010
2820300,兵庫県明石市,明石市,Akashi City,28,thành phố Akashi,明石市,280010
2820400,兵庫県西宮市,西宮市,Nishinomiya City,28,thành phố Nishinomiya,西宫市,280010
2820500,兵庫県洲本市,洲本市,Sumoto City,28,thành phố Sumoto,洲本市,280010
2820600,兵庫県芦屋市,芦屋市,Ashiya City,28,thành phố Ashiya,芦屋市,280010
2820700,兵庫県伊丹市,伊丹市,Itami City,28,thành phố Itami,伊丹市,280010
2820800,兵庫県相生市,相生市,Aioi City,28,thành phố Aioi,相生市,280010
2820900,兵庫県豊岡市,豊岡市,Toyooka City,28,thành phố Toyooka,丰冈市,280020
2821000,兵庫県加古川市,加古川市,Kakogawa City,28,thành phố Kakogawa,加古川市,280010
2821200,兵庫県赤穂市,赤穂市,Ako City,28,thành phố Ako,赤穗市,280010
2821300,兵庫県西脇市,西脇市,Nishiwaki City,28,thành phố Nishiwaki,西胁市,280010
2821400,兵庫県宝塚市,宝塚市,Takarazuka City,28,thành phố Takarazuka,宝冢市,280010
2821500,兵庫県三木市,三木市,Miki City,28,thành phố Miki,三木市 ,280010
2821600,兵庫県高砂市,高砂市,Takasago City,28,thành phố Takasago,高砂市,280010
2821700,兵庫県川西市,川西市,Kawanishi City,28,thành phố Kaw Biếni,川西市,280010
2821800,兵庫県小野市,小野市,Ono City,28,thành phố Ono,小野市,280010
2821900,兵庫県三田市,三田市,Sanda City,28,thành phố Sanda,三田市,280010
2822000,兵庫県加西市,加西市,Kasai City,28,thành phố Kasai,加西市,280010
2822100,兵庫県篠山市,篠山市,Tanba-sasayama City,28,Thành phố Tanba-sasayama,丹波篠山市,280010
2822200,兵庫県養父市,養父市,Yabu City,28,thành phố Yabu,养父市,280020
2822300,兵庫県丹波市,丹波市,Tamba City,28,thành phố Tamba,丹波市,280010
2822400,兵庫県南あわじ市,南あわじ市,Minamiawaji City,28,thành phố Minamiawaji,南淡路市,280010
2822500,兵庫県朝来市,朝来市,Asago City,28,thành phố Asago,朝来市,280020
2822600,兵庫県淡路市,淡路市,Awaji City,28,thành phố Awaji,淡路市,280010
2822700,兵庫県宍粟市,宍粟市,Shiso City,28,thành phố Shiso,宍粟市,280010
2822800,兵庫県加東市,加東市,Kato City,28,thành phố Kato,加东市,280010
2822900,兵庫県たつの市,たつの市,Tatsuno City,28,thành phố Tatsuno,龙野市,280010
2830100,兵庫県猪名川町,猪名川町,Inagawa Town,28,thị trấn Inagawa,猪名川町,280010
2836500,兵庫県多可町,多可町,Taka Town,28,thị trấn Taka,多可町,280010
2838100,兵庫県稲美町,稲美町,Inami Town,28,thị trấn Inami,稻美町,280010
2838200,兵庫県播磨町,播磨町,Harima Town,28,thị trấn Harima,播磨町,280010
2844200,兵庫県市川町,市川町,Ichikawa Town,28,thị trấn Ichikawa,市川町,280010
2844300,兵庫県福崎町,福崎町,Fukusaki Town,28,thị trấn Fukusaki,福崎町,280010
2844600,兵庫県神河町,神河町,Kamikawa Town,28,thị trấn Kamikawa,神河町,280010
2846400,兵庫県太子町,太子町,Taishi Town,28,thị trấn Taishi,太子町,280010
2848100,兵庫県上郡町,上郡町,Kamigori Town,28,thị trấn Kamigori,上郡町,280010
2850100,兵庫県佐用町,佐用町,Sayo Town,28,thị trấn Sayo,佐用町,280010
